Keyword,Volume,KD,CPC,Macro Category,Category,Product Type,Topic,User Intent,Intent,Is Brand,Content Type,Funnel,Est. Traffic,Est. Value,oofos.com: Position,kanefootwear.com: Position,hoka.com: Position,kurufootwear.com: Position,aetrex.com: Position,orthofeet.com: Position,velousfootwear.com: Position,reef.com: Position,olukai.com: Position
therapeutic flip flops,30,10,0.53,Medical Equipment,Footwear,Therapeutic Flip Flop,Flip Flop,Find therapeutic flip flops,Transactional,FALSE,Product Page,Conversion,10,5.300000000000001,9,,,,5,,,,
mens flip flops with back strap,30,6,0.3,Apparel,Footwear,Flip Flops With Back Strap,Flip Flop,Find men's flip flops with back strap,Transactional,FALSE,Product Page,Conversion,10,3,11,,,,,,,3,2
pickleball marathon fl,30,0,0,Apparel,Footwear,Pickleball Shoe,Shoe,Find pickleball marathon shoes,Transactional,FALSE,Product Page,Conversion,10,0,71,,77,,,,,,
o sandals,30,1,0.65,Apparel,Footwear,Sandal,Sandal,Find sandals,Transactional,FALSE,Product Page,Conversion,10,6.5,2,,,,,,,,3
mens house shows,30,8,0,Apparel,Footwear,House Shoe,Shoe,Find men's house shoes,Transactional,FALSE,Product Page,Conversion,10,0,9,,,,,,,,4
non slip inserts for heels,30,3,0.21,Apparel,Footwear Accessorie,Shoe Insert,Insert,Find non-slip inserts for heels,Transactional,FALSE,Product Page,Conversion,10,2.1,85,,99,70,48,86,,,
recovery slides with arch support,30,5,0.47,Apparel,Footwear,Recovery Slide,Slide,Find recovery slides with arch support,Transactional,FALSE,Product Page,Conversion,10,4.699999999999999,7,,6,,,,,,
outdoor slides shoes,30,2,0,Apparel,Footwear,Outdoor Slide,Slide,Find outdoor slides shoes,Transactional,FALSE,Product Page,Conversion,10,0,13,,7,,,,,,
cream sandals womens,30,0,0.2,Apparel,Footwear,Sandal,Sandal,Find cream sandals for women,Transactional,FALSE,Product Page,Conversion,10,2,56,,49,,65,,,,
sandals with back support,30,8,0,Apparel,Footwear,Supportive Sandal,Sandal,Find sandals with back support,Transactional,FALSE,Product Page,Conversion,10,0,11,,,,3,2,,,
comfy slides mens,30,8,0.3,Apparel,Footwear,Slide,Slide,Find comfy men's slides,Transactional,FALSE,Product Page,Conversion,10,3,2,,,,,,,,4
men alides,30,6,0,Apparel,Footwear,Men's Slide,Slide,Find men's slides,Transactional,FALSE,Product Page,Conversion,10,0,10,,,,,,,12,
plantar slippers,30,3,0.33,Medical Equipment,Footwear,Plantar Fasciitis Slipper,Slipper,Find plantar slippers,Transactional,FALSE,Product Page,Conversion,10,3.3000000000000003,8,,,,,9,,,
mens water slides,30,10,0,Apparel,Footwear,Water Slide,Slide,Find men's water slides,Transactional,FALSE,Product Page,Conversion,10,0,8,,,,,,,2,4
supportive sandles,30,6,0.65,Apparel,Footwear,Supportive Sandal,Sandal,Find supportive sandals,Transactional,FALSE,Product Page,Conversion,10,6.5,11,,,,,,,7,6
medical slippers for ladies,30,3,0,Medical Equipment,Footwear,Medical Slipper,Slipper,Find medical slippers for ladies,Transactional,FALSE,Product Page,Conversion,10,0,41,,30,12,11,18,,,
women warm slippers,30,10,0,Apparel,Footwear,Warm Slipper,Slipper,Find warm slippers for women,Transactional,FALSE,Product Page,Conversion,10,0,11,,,,,,,,6
women's orthopedic slides,30,13,0,Apparel,Footwear,Orthopedic Slide,Slide,Find women's orthopedic slides,Transactional,FALSE,Product Page,Conversion,10,0,12,,,,9,8,,,
mens slidea,30,4,0,Apparel,Footwear,Men's Slide,Slide,Find men's slides,Transactional,FALSE,Product Page,Conversion,10,0,11,,,,,,,5,
men orthopedic sandals,30,4,0.48,Apparel,Footwear,Orthopedic Sandal,Sandal,Find men's orthopedic sandals,Transactional,FALSE,Product Page,Conversion,10,4.8,11,,,6,10,12,,,
best recovery slides for athletes,30,4,0.29,Apparel,Footwear,Recovery Slide,Slide,Find best recovery slides for athletes,Informational,FALSE,Blog Post,Awareness,13,3.7699999999999996,8,,9,,,,,,
platform orthopedic shoes,30,71,0.48,Apparel,Footwear,Orthopedic Platform Shoe,Shoe,Find platform orthopedic shoes,Transactional,FALSE,Product Page,Conversion,10,4.8,10,,,,4,6,,,
coral wedge sandals,30,0,0.24,Apparel,Footwear,Wedge Sandal,Sandal,Find coral wedge sandals,Transactional,FALSE,Product Page,Conversion,10,2.4,42,,,,,69,,,
flip flops shop,30,49,0.82,Apparel,Footwear,Flip Flop,Flip Flop,Find a place to buy flip flops,Transactional,FALSE,Product Page,Conversion,10,8.2,10,,,,,,,,8
sandale de marche femme,30,0,0,Apparel,Footwear,Walking Sandal,Sandal,Find women's walking sandals,Transactional,FALSE,Product Page,Conversion,10,0,89,,,,43,,,,
best skechers for overpronation,30,6,0,Apparel,Footwear,Walking Shoe,Skecher,Find best Skechers shoes for overpronation,Commercial,FALSE,Blog Post,Consideration,12,0,31,,,,,30,,,
bedroom slippers mens,30,6,0.35,Apparel,Footwear,Bedroom Slipper,Slipper,Find men's bedroom slippers,Transactional,FALSE,Product Page,Conversion,10,3.5,3,,,,,,,,7
mens sport slippers,30,4,0,Apparel,Footwear,Sport Slipper,Slipper,Find men's sport slippers,Transactional,FALSE,Product Page,Conversion,10,0,12,,,,,,,,10
hawaii sandals brand,30,49,1.14,Apparel,Footwear,Sandal,Sandal,Find Hawaii sandal brands,Informational,FALSE,Blog Post,Awareness,13,14.819999999999999,12,,,,,,,,1
best recovery sneakers,30,4,0.29,Apparel,Footwear,Recovery Sneaker,Sneaker,Find best recovery sneakers,Commercial,FALSE,Blog Post,Consideration,12,3.4799999999999995,12,,5,6,,,,,
navy womens sandals,30,1,0.27,Apparel,Footwear,Sandal,Sandal,Find navy women's sandals,Transactional,FALSE,Product Page,Conversion,10,2.7,18,,49,,44,,,40,
slide sandels,30,7,0,Apparel,Footwear,Slide Sandal,Slide,Find slide sandals,Transactional,FALSE,Product Page,Conversion,10,0,13,,,,,,,,5
men sandals size 14,30,3,0.3,Apparel,Footwear,Sandal,Sandal,Find men's sandals size 14,Transactional,FALSE,Product Page,Conversion,10,3,12,,,,,,,9,
oofos free shipping code,30,1,0.49,Apparel,Footwear,Recovery Footwear,Oofo,Find OOFOS free shipping code,Transactional,FALSE,Product Page,Conversion,10,4.9,5,,,,,,,,54
slippers for women indoor,30,10,0,Apparel,Footwear,Indoor Slipper,Slipper,Find indoor slippers for women,Transactional,FALSE,Product Page,Conversion,10,0,7,,,,,,,,5
slippers orthopedic,30,5,0.44,Apparel,Footwear,Orthopedic Slipper,Slipper,Find orthopedic slippers,Transactional,FALSE,Product Page,Conversion,10,4.4,8,,,,,4,,,
men's slides for plantar fasciitis,30,4,0.45,Apparel,Footwear,Therapeutic Slide,Slide,Find men's slides for plantar fasciitis,Commercial,FALSE,Blog Post,Consideration,12,5.4,11,,,,,5,,,
womens navy slides,30,0,0,Apparel,Footwear,Slide,Slide,Find women's navy slides,Transactional,FALSE,Product Page,Conversion,10,0,7,,,,,,,,9
oofos b2b,30,0,1.24,Business,Wholesale,Footwear Wholesale,Oofo,Inquire about OOFOS business-to-business,Navigational,FALSE,Homepage,Retention,12,14.879999999999999,3,,,,,,,,9
ortho crocs,30,2,0.26,Apparel,Footwear,Orthopedic Clog,Croc,Find orthopedic Crocs,Commercial,FALSE,Blog Post,Consideration,12,3.12,14,,,,,3,,,
indoor slippers mens,30,0,0,Apparel,Footwear,Indoor Slipper,Slipper,Find men's indoor slippers,Transactional,FALSE,Product Page,Conversion,10,0,2,,,,,,,,6
golf ball shoes slides,30,0,0.5,Apparel,Footwear,Themed Slide,Slide,Find golf ball themed slide sandals,Transactional,FALSE,Product Page,Conversion,10,5,83,,,,,,,16,
white clogs nursing shoes,30,1,0.34,Apparel,Footwear,Nursing Clog,Clog,Find white nursing clogs,Transactional,FALSE,Product Page,Conversion,10,3.4000000000000004,37,,34,99,,,,,
crocs return address,30,20,0.3,Apparel,Customer Service,N/a,Croc,Find Crocs return address,Navigational,FALSE,Homepage,Retention,12,3.5999999999999996,43,,,,,,,,84
mens size 16 slides,30,3,0,Apparel,Footwear,Slide,Slide,Find men's size 16 slides,Transactional,FALSE,Product Page,Conversion,10,0,7,,,,,,,,12
zapatos sketch,30,12,0.27,Apparel,Footwear,Shoe,Skecher,Find Skechers shoes,Transactional,FALSE,Product Page,Conversion,10,2.7,27,,25,,,,,,
women's house slippers with support,30,5,0,Apparel,Footwear,House Slipper,Slipper,Find women's house slippers with support,Commercial,FALSE,Blog Post,Consideration,12,0,9,,,,,3,,,7
closed schuhe,30,2,0,Apparel,Footwear,Closed-toe Shoe,Shoe,Find closed shoes,Transactional,FALSE,Product Page,Conversion,10,0,14,71,,,,,,93,
best recovery slippers for runners,30,2,0.3,Apparel,Footwear,Recovery Slipper,Slipper,Find best recovery slippers for runners,Commercial,FALSE,Blog Post,Consideration,12,3.5999999999999996,9,,10,,,,,,
therapy slippers,20,0,0,Apparel,Footwear,Therapeutic Slipper,Slipper,Find therapy slippers,Transactional,FALSE,Product Page,Conversion,7,0,10,,,,,9,,,
mens klogs,20,0,0.45,Apparel,Footwear,Clog,Klog,Find men's Klogs (brand),Transactional,FALSE,Product Page,Conversion,7,3.15,35,,,,62,,,,
shoes that start with an o,20,78,1.02,Apparel,Footwear,Shoe,Footwear Brand,Find shoe brands starting with O,Informational,FALSE,Blog Post,Awareness,8,8.16,3,,,,,,,,5
shoe brand starts with o,20,77,1.36,Apparel,Footwear,Shoe,Footwear Brand,Find shoe brands starting with O,Informational,FALSE,Blog Post,Awareness,8,10.88,1,,,,,,,,1
support slippers womens,20,6,0,Apparel,Footwear,Support Slipper,Slipper,Find women's support slippers,Transactional,FALSE,Product Page,Conversion,7,0,8,,,,5,7,,,
mule sneakers with arch support,20,0,0.25,Apparel,Footwear,Mule Sneaker,Sneaker,Find mule sneakers with arch support,Commercial,FALSE,Blog Post,Consideration,8,2,50,,,,68,3,,,41
slides for runners,20,9,0.32,Apparel,Footwear,Recovery Slide,Slide,Find slides for runners,Commercial,FALSE,Blog Post,Consideration,8,2.56,6,,3,,,,,,
comfortable shoes store,20,82,0,Apparel,Footwear,Shoe,Footwear Store,Find a comfortable shoe store,Navigational,FALSE,Homepage,Retention,8,0,9,,,10,,6,,,
house shoes for hard floors,20,2,0.41,Apparel,Footwear,House Shoe,Slipper,Find house shoes for hard floors,Commercial,FALSE,Blog Post,Consideration,8,3.28,6,,,,,7,,,10
most comfortable walking sandal,20,7,0,Apparel,Footwear,Walking Sandal,Sandal,Find most comfortable walking sandal,Commercial,FALSE,Blog Post,Consideration,8,0,54,,37,,,88,,,
sandals for back pain,20,8,0.41,Apparel,Footwear,Orthopedic Sandal,Sandal,Find sandals for back pain,Commercial,FALSE,Blog Post,Consideration,8,3.28,13,,,,,1,,,
athletic slides mens,20,8,0.55,Apparel,Footwear,Athletic Slide,Slide,Find men's athletic slides,Transactional,FALSE,Product Page,Conversion,7,3.8500000000000005,5,,9,,,,,,
shop slippers nearby,20,6,0.42,Apparel,Footwear,Slipper,Footwear Store,Find a nearby shop for slippers,Navigational,FALSE,Homepage,Retention,8,3.36,66,,,,,70,,,41
men's sneakers for neuropathy,20,0,0,Apparel,Footwear,Therapeutic Sneaker,Sneaker,Find men's sneakers for neuropathy,Commercial,FALSE,Blog Post,Consideration,8,0,97,,96,3,90,1,,,
recovery slippers for plantar fasciitis,20,1,1.19,Apparel,Footwear,Therapeutic Slipper,Slipper,Find recovery slippers for plantar fasciitis,Commercial,FALSE,Blog Post,Consideration,8,9.52,5,,,,13,,,,
coupon code for oofos,20,1,0.49,Apparel,Footwear,Recovery Footwear,Oofo,Find OOFOS coupon code,Transactional,FALSE,Product Page,Conversion,7,3.4299999999999997,5,,,,,,,,66
shoes for women's slip resistant,20,3,0.42,Apparel,Footwear,Slip-resistant Shoe,Shoe,Find women's slip-resistant shoes,Transactional,FALSE,Product Page,Conversion,7,2.94,77,,,51,,20,,,
orthopedic shoe shop,20,79,0.58,Apparel,Footwear,Orthopedic Shoe,Footwear Store,Find an orthopedic shoe shop,Navigational,FALSE,Homepage,Retention,8,4.64,14,,,,,3,,,
platform ayakkabı,20,0,0,Apparel,Footwear,Platform Shoe,Shoe,Find platform shoes,Transactional,FALSE,Product Page,Conversion,7,0,76,,,99,,,,,
sandals size 14,20,1,0.26,Apparel,Footwear,Sandal,Sandal,Find sandals size 14,Transactional,FALSE,Product Page,Conversion,7,1.82,6,,,,,,,12,
womens flip flops with arch support,20,1,0.43,Apparel,Footwear,Flip Flop,Flip Flop,Find women's flip flops with arch support,Commercial,FALSE,Blog Post,Consideration,8,3.44,64,,83,,30,46,,11,3
strap slide sandals,20,3,0,Apparel,Footwear,Slide Sandal,Sandal,Find strap slide sandals,Transactional,FALSE,Product Page,Conversion,7,0,9,,,,,,,,11
comfy men's slides,20,8,0.35,Apparel,Footwear,Comfortable Slide,Slide,Find comfortable men's slides,Commercial,FALSE,Blog Post,Consideration,8,2.8,2,,,,,,,,6
men's sandals flip flops,20,7,0,Apparel,Footwear,Flip Flop,Flip Flop,Find men's sandals or flip flops,Transactional,FALSE,Product Page,Conversion,7,0,11,,,,,,,7,2
pronation skor,20,6,0,Apparel,Footwear,Shoe,Pronation Shoe,Find pronation shoes,Transactional,FALSE,Product Page,Conversion,7,0,18,,5,,23,,,,
support sandles,20,15,0,Apparel,Footwear,Sandal,Support Sandal,Find support sandals,Transactional,FALSE,Product Page,Conversion,7,0,8,,,,4,7,,6,
men's shoes for being on feet all day,20,8,0.6,Apparel,Footwear,Shoe,Comfort Shoe,Find comfortable shoes for standing,Commercial,FALSE,Blog Post,Consideration,8,4.8,67,,8,5,,65,,,
oola sandals,20,0,0,Apparel,Footwear,Sandal,Oola Sandal,Find Oola sandals,Transactional,FALSE,Product Page,Conversion,7,0,1,,,,,,,,6
office flip flops,20,25,0,Apparel,Footwear,Flip Flop,Office Flip Flop,Find flip flops for office,Transactional,FALSE,Product Page,Conversion,7,0,9,,,,,,,,11
open toe diabetic shoes,20,4,0.31,Apparel,Footwear,Shoe,Diabetic Shoe,Find open toe diabetic shoes,Transactional,FALSE,Product Page,Conversion,7,2.17,10,,,,,5,,,
mens slide sandals size 15,20,1,0.32,Apparel,Footwear,Slide Sandal,Slide Sandal,Find men's size 15 slide sandals,Transactional,FALSE,Product Page,Conversion,7,2.24,10,,,,,,,,13
run recovery sandals,20,5,0.34,Apparel,Footwear,Recovery Sandal,Recovery Sandal,Find recovery sandals for running,Transactional,FALSE,Product Page,Conversion,7,2.3800000000000003,11,,9,,,,,,
comfiest slides mens,20,12,0.42,Apparel,Footwear,Slide,Comfort Slide,Find the comfiest men's slides,Commercial,FALSE,Blog Post,Consideration,8,3.36,6,,,,,,,,7
women's diabetic dress shoes,20,0,0.27,Apparel,Footwear,Dress Shoe,Diabetic Dress Shoe,Find women's diabetic dress shoes,Transactional,FALSE,Product Page,Conversion,7,1.8900000000000001,61,,51,,23,9,,,
mens orthopedic slides,20,2,0.42,Apparel,Footwear,Slide,Orthopedic Slide,Find men's orthopedic slides,Transactional,FALSE,Product Page,Conversion,7,2.94,5,,,,9,10,,,
are hoka shoes good for sciatica,20,2,0.27,Apparel,Footwear,Shoe,Hoka Shoe,Learn about Hoka shoes for sciatica,Informational,FALSE,Blog Post,Awareness,8,2.16,60,,3,42,67,30,,,
fit flop loafer,20,0,0,Apparel,Footwear,Loafer,Fit Flop Loafer,Find Fit Flop loafers,Transactional,FALSE,Product Page,Conversion,7,0,43,,,,51,,,,54
birkenstock size exchange,20,0,3.52,Apparel,Footwear,General,Birkenstock,Find Birkenstock size exchange policy,Navigational,FALSE,Homepage,Retention,8,28.16,47,,,,,,,,72
foam runner retail price,20,3,0,Apparel,Footwear,Sneaker,Foam Runner,Find retail price of Foam Runner,Informational,FALSE,Blog Post,Awareness,8,0,54,,71,,,,,,
strap slides mens,20,10,0,Apparel,Footwear,Slide,Strap Slide,Find men's strap slides,Transactional,FALSE,Product Page,Conversion,7,0,6,,,,,,,10,
flip flops with a back strap,20,0,0,Apparel,Footwear,Flip Flop,Back Strap Flip Flop,Find flip flops with a back strap,Transactional,FALSE,Product Page,Conversion,7,0,11,,,,,,,9,
bedroom shoes mens,20,7,0,Apparel,Footwear,Slipper,Bedroom Shoe,Find men's bedroom shoes,Transactional,FALSE,Product Page,Conversion,7,0,10,,,,,,,,2
slodes for men,20,4,0.32,Apparel,Footwear,Slide,Slide,Find men's slides,Transactional,FALSE,Product Page,Conversion,7,2.24,6,,,,,,,8,
sandals for feet,20,20,0,Apparel,Footwear,Sandal,Sandal,Find sandals,Transactional,FALSE,Product Page,Conversion,7,0,13,,,,,10,,,
o flip flops,20,5,0,Apparel,Footwear,Flip Flop,Oofos Flip Flop,Find Oofos flip flops,Transactional,FALSE,Product Page,Conversion,7,0,4,,,,,,,,1
shoe bundles,20,0,1.18,Apparel,Footwear,Shoe,Shoe Bundle,Find shoe bundles,Transactional,FALSE,Product Page,Conversion,7,8.26,1,,,8,,,,,
coral block heel sandals,20,0,0,Apparel,Footwear,Block Heel Sandal,Block Heel Sandal,Find coral block heel sandals,Transactional,FALSE,Product Page,Conversion,7,0,84,,99,,,,,30,
mens camo flip flops,20,0,0.24,Apparel,Footwear,Flip Flop,Camo Flip Flop,Find men's camo flip flops,Transactional,FALSE,Product Page,Conversion,7,1.68,7,,,,,,,9,4
vionic return policy,20,0,0.06,Apparel,Footwear,General,Vionic,Find Vionic return policy,Navigational,FALSE,Homepage,Retention,8,0.48,29,,,,46,,,,
mesh shoes men's,20,0,0,Apparel,Footwear,Shoe,Mesh Shoe,Find men's mesh shoes,Transactional,FALSE,Product Page,Conversion,7,0,44,,,96,,,,,21
best mens slide sandals,20,4,0.25,Apparel,Footwear,Slide Sandal,Slide Sandal,Find best men's slide sandals,Commercial,FALSE,Blog Post,Consideration,8,2,2,,,,,,,,1
shoe bundle,20,0,0,Apparel,Footwear,Shoe,Shoe Bundle,Find shoe bundles,Transactional,FALSE,Product Page,Conversion,7,0,8,,,2,,,,,
best slides for runners,20,4,0.15,Apparel,Footwear,Slide,Running Slide,Find best slides for runners,Commercial,FALSE,Blog Post,Consideration,8,1.2,10,,4,,,,,,
vionic shoes canada,20,1,0.08,Apparel,Footwear,Shoe,Vionic Shoe,Find Vionic shoes in Canada,Transactional,FALSE,Product Page,Conversion,7,0.56,30,,,,46,36,,,
sneakers like crocs,20,1,0,Apparel,Footwear,Sneaker,Crocs Style Sneaker,Find sneakers similar to Crocs,Commercial,FALSE,Blog Post,Consideration,8,0,11,10,,,,,,,
orthapedic slippers,20,6,0,Apparel,Footwear,Slipper,Orthopedic Slipper,Find orthopedic slippers,Transactional,FALSE,Product Page,Conversion,7,0,12,,,,,4,,,
birkenstock honolulu review,20,0,0.3,Apparel,Footwear,Sandal,Birkenstock Honolulu,Read review of Birkenstock Honolulu,Informational,FALSE,Blog Post,Awareness,8,2.4,43,,,,,,,,38
best mens slide,20,0,0,Apparel,Footwear,Slide,Slide,Find best men's slides,Commercial,FALSE,Blog Post,Consideration,8,0,3,,,,,,,,5
running slide,20,1,0.45,Apparel,Footwear,Slide,Running Slide,Find running slides,Transactional,FALSE,Product Page,Conversion,7,3.15,11,,2,,,,,,
oikos shoes,20,4,0,Apparel,Footwear,Shoe,Oikos Shoe,Find Oikos shoes,Transactional,FALSE,Product Page,Conversion,7,0,3,,,,,,,,2
most comfortable house slippers men's,20,12,0.46,Apparel,Footwear,Slipper,Comfort House Slipper,Find most comfortable men's house slippers,Commercial,FALSE,Blog Post,Consideration,8,3.68,7,,,,,,,,2
mens best slides,20,10,0.22,Apparel,Footwear,Slide,Slide,Find best men's slides,Commercial,FALSE,Blog Post,Consideration,8,1.76,3,,,,,,,,5
open toe slide sandals,20,1,0.3,Apparel,Footwear,Slide Sandal,Open Toe Slide Sandal,Find open toe slide sandals,Transactional,FALSE,Product Page,Conversion,7,2.1,14,,115,,,,,,98
summer womens slippers,20,4,0,Apparel,Footwear,Slipper,Summer Slipper,Find women's summer slippers,Transactional,FALSE,Product Page,Conversion,7,0,10,,,,,,,,9
oc flip flops,20,7,0,Apparel,Footwear,Flip Flop,Oofos Flip Flop,Find Oofos flip flops,Transactional,FALSE,Product Page,Conversion,7,0,1,,,,,,,,8
recovery shoes women's,20,6,0.53,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find women's recovery shoes,Transactional,FALSE,Product Page,Conversion,7,3.71,1,,3,,,,,,
pink mule slippers,20,0,0,Apparel,Footwear,Slipper,Mule Slipper,Find pink mule slippers,Transactional,FALSE,Product Page,Conversion,7,0,9,,,,,,,,6
women's oofos flip flops,20,4,0,Apparel,Footwear,Flip Flop,Oofos Flip Flop,Find women's Oofos flip flops,Transactional,FALSE,Product Page,Conversion,7,0,1,,84,,,,,101,91
running recovery slippers,20,7,0.44,Apparel,Footwear,Recovery Slipper,Recovery Slipper,Find running recovery slippers,Transactional,FALSE,Product Page,Conversion,7,3.08,1,,12,,,,,,
costa rica hiking shoes,20,0,0.12,Apparel,Footwear,Hiking Shoe,Hiking Shoe,Find hiking shoes for Costa Rica,Commercial,FALSE,Blog Post,Consideration,8,0.96,25,,,,85,,,40,
dr insole,20,12,0.42,Apparel,Footwear Accessorie,Insole,Dr Insole,Find Dr Insole,Transactional,FALSE,Product Page,Conversion,7,2.94,83,,94,115,66,69,,,
adjustable slide sandals,20,0,0.42,Apparel,Footwear,Slide Sandal,Adjustable Slide Sandal,Find adjustable slide sandals,Transactional,FALSE,Product Page,Conversion,7,2.94,13,,,,,,,10,
